"tcell_line","cluster","Time","n","perc"
"CD8_TEG","9",8.96666666666667,112,23.7791932059448
"CD8_TEG","9",9,113,24.0425531914894
"CD8_TEG","9",9.03333333333333,111,24.1304347826087
"CD8_TEG","9",9.06666666666667,109,24.0088105726872
"CD8_TEG","9",9.1,109,24.2761692650334
"CD8_TEG","9",9.13333333333333,107,24.2081447963801
"CD8_TEG","9",9.16666666666667,106,24.3119266055046
"CD8_TEG","9",9.2,106,24.6511627906977
"CD8_TEG","9",9.23333333333333,106,25.4196642685851
"CD8_TEG","9",9.26666666666667,105,25.7985257985258
"CD8_TEG","9",9.3,104,26.1964735516373
"CD8_TEG","9",9.33333333333333,104,26.3959390862944
"CD8_TEG","9",9.36666666666667,102,26.4248704663212
"CD8_TEG","9",9.4,99,26.2599469496021
"CD8_TEG","9",9.43333333333333,96,26.0869565217391
"CD8_TEG","9",9.46666666666667,95,26.6106442577031
"CD8_TEG","9",9.5,94,26.7806267806268
"CD8_TEG","9",9.53333333333333,93,27.0348837209302
"CD8_TEG","9",9.56666666666667,90,26.7062314540059
"CD8_TEG","9",9.6,84,25.531914893617
"CD8_TEG","9",9.63333333333333,82,25.4658385093168
"CD8_TEG","9",9.66666666666667,80,25.3164556962025
"CD8_TEG","9",9.7,80,25.5591054313099
"CD8_TEG","9",9.73333333333333,75,24.5098039215686
"CD8_TEG","9",9.76666666666667,74,24.6666666666667
"CD8_TEG","9",9.8,72,24.5733788395904
"CD8_TEG","9",9.83333333333333,71,24.7386759581882
"CD8_TEG","9",9.86666666666667,71,25
"CD8_TEG","9",9.9,67,24.5421245421245
"CD8_TEG","9",9.93333333333333,65,24.2537313432836
"CD8_TEG","9",9.96666666666667,61,24.4979919678715
