gene_name	A1	A2	A3	A4	A5	A6	A8	A9	A10	A12	A13	A14	A17	A19	A20	A23	B1	B2	B3	B4	B5	B6	B7	B9	B10	B12	B13	B14	B16	B17	B19	B21	B22	B23	B24	C1	C2	C3	C4	C5	C6	C7	C9	C11	C12	C15	C16	C17	C18	C19	C20	C21	C24	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	D13	D14	D16	D17	D18	D19	D20	D21	D22	D23	D24	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E16	E17	E18	E19	E20	E21	E22	E23	E24	F1	F2	F4	F5	F6	F7	F8	F10	F11	F12	F13	F15	F16	F17	F18	F19	F20	F22	F23	F24	G1	G2	G3	G4	G5	G6	G7	G8	G9	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	H1	H2	H3	H5	H6	H7	H9	H10	H11	H12	H13	H14	H15	H16	H17	H18	H19	H20	H21	H22	H23	H24	J2	L11	P6
KDM1A	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
RBM6	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	6	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	3	1	0	0	1	2	0	1	0	1	1	0	2	1	0	0	1	0	0	2	1	1	0	4	2	0	0	0	0	1	0	0	2	0	0	0	3	0	1	2	1	3	4	0	2	0	2	3	1	0	1	2	4	1	0	0	1	0	1	2	1	1	2	0	2	0	0	4	0	2	0	1	0	2	2	0	0	3	1	0	0	0	1	1	1	2	0	0	1	2	2	1	0	0	1	2	0	0	2	2	3	0	0	1	0	2	1	0	1	3	4	2	0	1	0	1	1	1	0	0	0	0	0	0	0
CAMKK1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RECQL	0	1	0	0	1	1	0	0	0	1	1	2	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	2	0	0	2	1	1	0	0	1	1	3	0	0	1	2	1	0	1	0	0	1	0	0	0	0	0	3	0	2	1	0	0	2	1	0	0	0	0	3	2	1	1	1	1	0	0	0	0	0	0	0	1	2	4	3	1	2	1	0	2	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	1	0	3	1	1	3	2	0	1	0	1	1	2	0	2	3	0	0	2	1	0	3	3	2	0	1	1	0	0	0	1	1	0	0	0	0	0
VPS50	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ARHGAP33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFAB1	1	0	0	0	0	0	0	0	0	0	2	6	1	2	0	4	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	1	0	1	2	0	0	0	1	0	0	2	0	0	0	0	1	0	1	0	1	4	1	0	1	4	0	1	0	1	2	1	0	1	0	1	7	2	0	0	0	0	1	0	0	2	0	1	1	3	1	0	1	1	3	3	0	2	1	0	1	1	3	1	0	0	0	0	0	0	0	0	1	0	3	2	2	0	4	0	0	1	1	2	1	2	0	0	0	0	1	0	1	0	0	1	0	0	0	1	2	0	1	0	0	4	2	2	0	9	0	0	0	1	1	2	1	0	1	3	3	1	3	1	1	0	0	2	1	1	3	1	0	0	0	0	0
ZMYND10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A13	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC27	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	2	3	0	3	0	1	1	0	0	0	3	2	0	0	0	2	2	0	0	0	1	0	1	4	0	1	0	1	3	0	1	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	2	0	4	3	1	2	1	1	0	0	0	7	0	0	1	0	0	1	2	2	1	0	1	0	1	0	2	1	0	1	0	1	3	1	1	0	1	1	1	1	0	1	0	2	0	1	0	1	0	2	5	1	2	0	2	0	1	2	2	2	1	3	3	5	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
SLC4A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCCS	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DVL2	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0
UPF1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	3	1	3	0	0	0	1	0	1	1	4	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	2	0	2	0	0	1	3	2	1	0	0	1	0	0	1	2	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SKAP2	1	0	0	3	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	0	0	4	1	1	2	1	2	1	0	0	0	0	0	2	4	0	0	1	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	0	0	1	0	2	0	1	0	0	2	0	0	1	1	0	3	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	2	1	1	0	2	0	5	1	1	1	1	2	1	0	2	0	2	4	5	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
SLC25A5	2	1	1	0	1	2	0	2	0	3	6	3	2	2	2	3	1	2	1	2	1	1	1	1	1	3	5	3	0	4	1	2	2	0	4	0	1	1	1	1	0	3	18	1	0	1	2	0	1	5	0	4	1	4	10	8	2	0	0	1	0	0	0	4	3	5	2	2	1	0	1	2	3	0	0	0	4	3	3	5	2	2	5	3	2	9	1	4	2	2	9	3	5	1	3	3	1	0	5	2	2	6	4	0	5	2	11	1	0	4	6	0	3	0	2	2	0	1	2	3	1	0	1	0	2	0	3	2	0	1	1	4	2	9	4	1	0	1	4	6	5	3	2	0	4	6	3	1	3	2	1	2	3	1	1	3	3	1	0	1	2	1	3	1	0	0	0
MCUB	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	2	0	2	0	0	0	0	0	1	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	1	3	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
POLR2J	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	3	0	0	0	2	0	0	0	0	1	4	1	0	0	2	2	3	0	1	0	1	3	0	0	1	1	0	1	0	2	0	0	0	0	0	2	3	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	2	0	5	0	1	0	1	1	0	0	1	1	0	0	2	1	2	1	2	0	0	0	0	1	1	1	2	1	2	0	0	0	0	0	2	1	2	0	0	3	0	0	0	2	3	0	3	0	1	0	1	0	1	1	3	1	2	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
LIG3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RPAP3	0	0	0	1	0	0	0	0	0	0	4	2	0	0	0	0	2	1	0	2	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	2	0	3	1	2	0	1	1	2	0	2	0	4	2	2	0	0	0	2	0	0	0	3	3	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
REXO5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIAPIN1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	2	3	0	0	0	0	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	1	0	0	0	0	1	2	1	3	0	1	1	0	0	0	0	1	0	0	5	0	0	0	2	0	1	0	0	0	1	0	2	0	1	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	3	0	0	0	1	0	2	1	0	2	0	0	0	1	0	0	0	1	0	0	0	0
FAM214B	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
PRKAR2B	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSL3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	4	0	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	2	0	2	0	1	2	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CREBBP	0	0	0	2	0	0	0	2	0	1	1	2	2	0	0	1	0	0	1	1	0	0	0	0	2	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	3	0	1	1	2	2	0	0	0	0	0	2	5	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	1	1	2	1	2	0	4	0	2	0	0	1	1	2	0	0	0	1	2	2	1	3	0	3	0	0	0	0	3	1	4	0	3	0	0	1	0	2	2	0	1	0	1	2	2	2	1	3	0	1	2	0	0	0	1	0	0	0	1	0	0	0	2	0	4	0	1	0	0	1	1	1	0	1	0	2	0	1	0	0	2	1	0	0	0
TSPOAP1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCFC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
CROT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KMT2E	0	0	3	4	4	2	0	2	0	9	6	17	1	6	0	9	3	4	2	3	9	2	0	2	8	7	3	1	0	7	2	2	6	0	2	1	1	1	2	2	0	3	2	0	1	2	0	2	3	5	0	2	3	5	4	4	4	0	4	1	3	1	2	10	0	8	7	7	0	0	5	12	0	3	1	0	2	18	3	7	1	3	3	8	4	11	1	7	1	3	5	5	6	5	4	8	0	4	1	2	3	2	3	3	9	2	15	7	5	1	2	0	3	1	3	0	1	0	0	3	16	0	4	3	7	2	4	3	5	10	9	2	10	9	5	8	1	2	2	13	6	1	2	9	2	9	5	3	3	6	4	6	5	2	8	1	6	4	2	0	5	1	4	0	0	0	0
RHBDD2	0	0	3	1	0	2	1	3	0	1	10	3	2	6	0	2	2	9	5	7	4	1	1	0	9	1	4	3	0	7	4	4	2	0	8	1	1	2	1	6	0	1	8	1	0	1	1	8	4	4	0	15	1	7	13	1	2	0	2	1	0	6	3	2	4	9	8	8	9	1	9	2	3	0	4	3	1	5	1	9	3	9	0	5	10	21.1	0	3	3	0	25.1	5	6	4	5	9	0	2	0	3	0	6	11	3	0	8	5	4	2	8	16	2	3	2	6	12	0	2	4	4	9	1	0	3	1	0	13	10	2	14	11	2	7	2	10	7	7	0	3	5	14	6	3	5	9	4	14	8	2	3	6	2	10	2	9	8	18	7	1	4	7	2	3	0	0	0	0
IBTK	0	0	2	0	1	2	1	0	0	1	1	2	0	0	0	2	0	1	0	0	0	0	1	0	0	3	0	2	1	0	0	1	0	0	1	3	2	1	1	0	0	2	1	0	0	3	1	0	2	0	0	0	0	0	4	5	0	0	1	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2	0	1	0	0	1	1	0	0	2	3	0	0	2	0	2	0	1	2	0	2	1	0	0	1	0	0	2	0	1	0	0	0	1	2	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1	1	2	3	4	2	2	0	0	0	0	1	0	0	2	1	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF195	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	2	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	2	0	0	0	0	1	3	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	3	0	2	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
MYCBP2	0	0	1	1	0	0	0	1	0	3	3	14	4	3	0	5	0	1	3	2	3	0	0	1	1	4	3	1	0	0	0	1	1	0	2	0	1	0	2	0	0	0	2	0	0	1	2	0	0	0	0	4	1	0	2	4	0	0	8	1	2	3	9	2	5	4	0	5	1	0	4	2	0	0	1	1	0	1	2	0	0	6	3	1	5	3	0	3	0	0	9	1	3	2	1	4	0	0	0	1	0	0	6	1	8	3	3	3	2	2	1	0	6	0	1	0	1	1	2	1	4	0	3	0	0	0	3	0	0	5	1	4	0	1	10	3	2	1	0	3	0	1	0	6	3	4	2	2	8	2	0	0	2	0	1	1	0	5	0	2	0	2	0	0	0	0	0
